Airline,Source,Destination,Additional_Info,Date,Month,Year,Stop,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Minute,Route_1,Route_2,Route_3,Route_4,Route_5,Price
3,2,1,8,3,6,2019,1,12,10,6,50,3,20,6,12,4,6152.18
4,0,5,5,21,3,2019,1,18,25,5,45,0,7,8,12,4,7444.02
6,2,1,8,3,6,2019,1,1,30,18,0,3,7,6,12,4,8099.3784
3,3,0,8,1,6,2019,0,18,5,15,30,2,5,24,12,4,4867.612
4,2,1,8,3,3,2019,1,4,25,9,0,3,7,6,12,4,17528.777
3,3,0,8,3,3,2019,0,17,55,15,20,2,5,24,12,4,6785.9126
8,3,0,7,21,5,2019,0,11,25,9,0,2,5,24,12,4,4152.639
6,2,1,8,9,5,2019,1,12,35,6,0,3,7,6,12,4,10293.826
6,2,1,8,9,6,2019,1,12,35,3,50,3,7,6,12,4,10931.298
1,2,1,8,27,3,2019,1,9,25,12,30,3,33,6,12,4,5239.3555
10,3,0,8,6,5,2019,1,23,25,20,20,2,14,3,12,4,7924.429
1,2,1,8,1,6,2019,2,7,40,10,55,3,16,4,5,4,13442.158
1,0,2,8,18,5,2019,0,8,55,6,10,0,13,24,12,4,6594.484
1,3,0,8,21,5,2019,2,18,20,9,25,2,7,12,3,4,12245.438
3,3,0,8,12,6,2019,1,20,30,15,15,2,20,3,12,4,5378.867
3,2,1,8,9,5,2019,1,21,0,9,15,3,7,6,12,4,7149.4985
4,3,0,5,9,5,2019,1,8,15,16,30,2,7,3,12,4,8695.77
6,2,1,8,27,3,2019,1,1,35,10,0,3,7,6,12,4,8769.258
1,2,1,8,1,6,2019,1,19,15,3,50,3,7,6,12,4,9108.656
4,3,0,5,24,5,2019,1,16,20,16,30,2,7,3,12,4,10642.089
1,3,0,8,12,6,2019,1,11,5,19,0,2,20,3,12,4,5804.9336
10,2,1,8,21,5,2019,0,17,50,14,40,3,10,24,12,4,6396.476
4,0,5,8,1,3,2019,1,8,15,18,40,0,7,8,12,4,27387.295
4,2,1,8,9,6,2019,1,19,0,10,0,3,7,6,12,4,14583.619
8,0,2,8,15,4,2019,0,0,5,21,10,0,13,24,12,4,4751.945
4,2,1,5,3,6,2019,1,4,25,9,0,3,7,6,12,4,10521.639
3,4,3,8,1,3,2019,0,21,35,20,5,1,19,24,12,4,11451.102
3,2,1,8,6,3,2019,2,21,20,7,35,3,20,22,5,4,7566.198
0,3,0,8,15,3,2019,0,22,5,19,35,2,5,24,12,4,3778.374
1,2,1,8,15,6,2019,2,19,15,14,25,3,9,4,5,4,13536.246
1,4,3,8,6,3,2019,1,18,5,9,15,1,6,13,12,4,11334.502
4,3,0,5,18,5,2019,1,19,50,14,5,2,7,3,12,4,11008.136
4,2,1,8,9,3,2019,2,4,25,16,50,3,12,4,5,4,19058.316
4,0,5,5,15,3,2019,1,15,15,8,55,0,7,8,12,4,9604.412
3,2,1,8,27,3,2019,1,13,20,6,40,3,7,6,12,4,8115.421
6,2,1,8,18,5,2019,1,19,0,9,15,3,7,6,12,4,9689.194
6,2,1,8,9,5,2019,1,19,15,12,50,3,7,6,12,4,8486.247
1,3,0,8,18,5,2019,2,5,25,9,25,2,7,0,3,4,14625.768
1,2,1,8,27,5,2019,3,7,40,5,15,3,39,23,4,1,11716.367
3,0,2,8,21,4,2019,0,11,20,8,30,0,13,24,12,4,5117.4062
4,2,1,5,3,6,2019,1,19,0,9,0,3,7,6,12,4,10147.399
3,2,1,8,9,6,2019,1,12,30,7,15,3,33,6,12,4,6015.9897
4,2,1,5,24,6,2019,1,12,35,7,5,3,7,6,12,4,10573.296
10,0,2,8,18,5,2019,0,14,20,11,30,0,13,24,12,4,4844.2173
10,3,0,8,12,5,2019,1,23,25,17,0,2,14,3,12,4,8904.428
8,1,4,7,24,6,2019,0,20,5,17,45,4,8,24,12,4,3669.3628
3,1,4,8,12,3,2019,0,17,5,14,40,4,8,24,12,4,6298.216
1,2,1,8,1,6,2019,2,19,15,12,55,3,29,4,5,4,13008.793
4,2,1,5,18,5,2019,1,19,0,22,50,3,7,6,12,4,12217.489
6,2,1,8,9,5,2019,1,16,10,9,45,3,20,6,12,4,9065.334
6,2,1,8,21,3,2019,1,19,15,12,50,3,7,6,12,4,8206.508
8,3,0,7,12,6,2019,0,19,40,17,10,2,5,24,12,4,3733.4153
3,1,4,8,9,5,2019,0,17,5,14,45,4,8,24,12,4,3745.535
4,3,0,5,6,5,2019,1,22,35,14,5,2,7,3,12,4,10679.192
4,2,1,8,9,5,2019,2,19,0,5,30,3,28,4,5,4,14876.841
4,3,0,8,9,6,2019,1,22,35,14,5,2,7,3,12,4,14532.41
4,3,0,8,15,5,2019,1,9,20,18,55,2,7,3,12,4,14224.421
3,2,1,8,15,6,2019,1,1,30,9,15,3,7,6,12,4,6724.2744
8,2,1,8,12,6,2019,1,22,5,15,45,3,33,6,12,4,6197.135
1,2,1,8,24,6,2019,0,8,0,5,10,3,10,24,12,4,5199.1826
4,0,5,8,1,3,2019,1,0,45,7,0,0,7,8,12,4,29010.812
1,3,0,8,12,5,2019,2,1,20,9,25,2,7,7,3,4,11616.05
0,3,0,8,6,6,2019,0,1,20,22,50,2,5,24,12,4,4367.835
1,3,0,8,9,6,2019,2,21,50,12,0,2,2,4,3,4,9360.76
3,2,1,8,6,6,2019,1,21,0,10,35,3,7,6,12,4,5895.4326
4,0,2,8,27,6,2019,0,22,50,19,50,0,13,24,12,4,8205.616
4,2,1,8,12,6,2019,2,4,25,14,35,3,34,4,5,4,13341.791
3,2,1,8,9,3,2019,0,17,35,14,30,3,10,24,12,4,6619.6
6,2,1,8,12,6,2019,1,21,0,7,30,3,7,6,12,4,8241.798
4,3,0,8,1,4,2019,1,12,0,6,30,2,7,3,12,4,12765.14
3,2,1,8,27,3,2019,1,1,35,9,10,3,7,6,12,4,7499.6875
3,2,1,8,6,6,2019,1,10,5,5,10,3,6,6,12,4,6945.091
3,0,2,8,12,6,2019,0,4,15,1,30,0,13,24,12,4,3786.003
3,0,5,8,9,3,2019,0,21,45,18,55,0,13,24,12,4,7069.8374
6,2,1,8,6,3,2019,1,13,20,6,0,3,7,6,12,4,13663.163
4,0,2,5,12,4,2019,0,11,20,8,20,0,13,24,12,4,5395.3374
1,0,2,8,6,6,2019,0,19,45,17,0,0,13,24,12,4,6491.0693
3,1,4,8,21,3,2019,0,0,25,22,5,4,8,24,12,4,4354.797
1,2,1,8,27,5,2019,2,7,40,12,0,3,28,4,5,4,10489.463
3,2,1,8,9,3,2019,2,21,20,4,55,3,20,22,5,4,7358.9004
2,0,2,8,27,6,2019,0,23,40,20,55,0,13,24,12,4,3027.8262
4,2,1,5,12,6,2019,2,4,25,5,30,3,28,4,5,4,10463.535
1,4,3,8,21,5,2019,0,7,40,6,20,1,19,24,12,4,3233.9778
6,2,1,8,21,5,2019,1,19,15,7,30,3,7,6,12,4,8530.622
4,0,5,5,21,3,2019,1,23,0,14,5,0,7,8,12,4,8231.145
1,2,1,8,9,6,2019,2,19,15,5,55,3,4,4,5,4,11239.481
10,0,2,8,3,6,2019,0,23,50,21,0,0,13,24,12,4,5528.6084
4,3,0,8,24,5,2019,1,19,10,9,35,2,14,3,12,4,13621.211
0,0,2,8,1,5,2019,0,13,55,11,10,0,13,24,12,4,4787.4604
6,2,1,8,9,3,2019,1,22,20,9,45,3,20,6,12,4,9507.421
8,0,2,8,12,6,2019,0,0,5,21,10,0,13,24,12,4,4036.7327
4,3,0,8,24,5,2019,1,12,0,14,5,2,7,3,12,4,14669.014
10,0,2,8,21,6,2019,0,9,40,7,0,0,13,24,12,4,4762.778
6,2,1,8,21,3,2019,1,19,15,11,30,3,7,6,12,4,11730.16
6,2,1,8,18,5,2019,1,1,30,15,15,3,7,6,12,4,10455.478
4,3,0,5,15,5,2019,1,18,15,21,10,2,7,3,12,4,10467.876
2,2,1,8,24,5,2019,1,13,35,7,25,3,0,6,12,4,5754.397
4,2,1,5,21,3,2019,2,18,50,16,10,3,33,4,5,4,8835.6875
3,2,1,8,3,3,2019,1,1,35,17,10,3,7,6,12,4,15356.033
1,2,1,8,6,3,2019,2,19,15,5,55,3,34,4,5,4,13436.491
0,3,0,8,6,5,2019,1,10,30,6,50,2,2,3,12,4,6081.9424
4,2,1,5,27,6,2019,2,19,0,11,40,3,29,4,5,4,15398.409
4,3,0,8,21,5,2019,1,18,0,9,35,2,14,3,12,4,13941.357
4,2,1,8,18,5,2019,1,19,0,21,50,3,7,6,12,4,16149.32
4,0,2,8,24,4,2019,0,8,45,6,0,0,13,24,12,4,7043.721
2,0,2,8,15,4,2019,0,14,30,11,40,0,13,24,12,4,4415.0674
4,2,1,8,27,6,2019,2,4,25,23,5,3,0,4,5,4,14178.98
4,2,1,5,12,6,2019,2,4,25,5,30,3,28,4,5,4,10463.535
3,1,4,8,12,3,2019,0,7,35,5,15,4,8,24,12,4,5644.309
4,3,0,8,18,5,2019,1,10,55,20,25,2,14,3,12,4,13720.224
1,4,3,8,15,3,2019,0,15,25,13,55,1,19,24,12,4,3248.9617
3,2,1,8,27,5,2019,1,10,5,5,10,3,6,6,12,4,7232.7046
3,0,2,8,1,6,2019,0,21,20,18,25,0,13,24,12,4,4917.6846
4,2,1,5,21,3,2019,1,4,25,19,15,3,7,6,12,4,7450.4463
4,2,1,8,18,5,2019,1,12,35,7,5,3,7,6,12,4,15636.982
10,3,0,8,9,5,2019,1,23,25,20,20,2,14,3,12,4,7914.588
4,3,0,5,6,5,2019,1,19,50,6,30,2,7,3,12,4,10306.581
6,2,1,8,27,6,2019,1,19,0,10,35,3,7,6,12,4,10479.266
4,3,0,8,24,3,2019,1,19,40,21,10,2,7,3,12,4,13525.264
4,0,5,8,6,3,2019,1,11,25,22,50,0,7,8,12,4,17400.062
8,1,4,8,12,6,2019,0,20,5,17,45,4,8,24,12,4,4155.087
6,2,1,8,1,5,2019,1,19,15,12,50,3,7,6,12,4,9404.124
6,2,1,8,12,6,2019,1,21,0,10,0,3,7,6,12,4,11024.812
4,2,1,5,9,6,2019,1,19,0,10,0,3,7,6,12,4,10258.483
4,3,0,5,12,6,2019,1,22,35,14,5,2,7,3,12,4,9588.268
3,2,1,8,21,5,2019,1,18,10,5,5,3,20,6,12,4,6816.867
11,0,5,8,3,3,2019,0,12,35,9,50,0,13,24,12,4,7878.499
3,2,1,8,18,5,2019,1,21,0,9,15,3,7,6,12,4,7312.8345
6,2,1,5,9,5,2019,1,21,0,8,0,3,7,6,12,4,10784.711
4,4,3,8,9,3,2019,0,11,50,10,20,1,19,24,12,4,8077.4365
0,3,0,8,24,3,2019,1,10,40,22,30,2,14,3,12,4,10495.521
3,3,0,8,9,6,2019,1,9,50,4,50,2,20,3,12,4,5203.4575
1,3,0,8,6,5,2019,2,15,5,9,25,2,7,7,3,4,11634.297
6,2,1,8,15,6,2019,1,21,0,10,20,3,7,6,12,4,9089.264
3,2,1,8,1,6,2019,1,21,0,10,35,3,7,6,12,4,6179.435
1,3,0,8,12,5,2019,2,5,25,9,25,2,7,0,3,4,14798.383
4,2,1,8,12,6,2019,2,4,25,18,20,3,1,4,5,4,14356.398
6,2,1,8,21,5,2019,1,0,55,17,40,3,20,6,12,4,8223.691
3,2,1,8,27,3,2019,1,22,20,8,35,3,20,6,12,4,6781.043
8,3,0,7,3,6,2019,0,11,25,9,0,2,5,24,12,4,3833.124
3,0,2,8,27,6,2019,0,13,0,10,10,0,13,24,12,4,4219.4546
1,0,5,8,24,3,2019,0,8,55,6,10,0,13,24,12,4,4178.3467
4,2,1,8,27,3,2019,2,18,50,5,25,3,21,4,5,4,11973.301
4,3,0,5,12,6,2019,1,12,0,8,25,2,7,3,12,4,9291.903
4,2,1,5,9,3,2019,1,4,25,16,0,3,7,6,12,4,13388.249
4,2,1,5,21,5,2019,1,12,35,15,0,3,7,6,12,4,12807.185
1,3,0,8,12,6,2019,2,13,45,9,25,2,7,7,3,4,11549.222
4,3,0,8,24,5,2019,1,10,55,17,0,2,14,3,12,4,13667.256
6,2,1,8,21,3,2019,1,18,50,10,0,3,7,6,12,4,11914.156
1,4,3,8,15,5,2019,0,15,25,13,55,1,19,24,12,4,3175.476
1,2,1,8,21,3,2019,2,19,15,17,15,3,20,4,5,4,8364.445
4,2,1,5,3,6,2019,1,12,35,2,15,3,7,6,12,4,9871.807
4,3,0,5,6,6,2019,1,4,40,14,5,2,7,3,12,4,8212.631
4,0,2,8,12,4,2019,0,22,50,19,50,0,13,24,12,4,7286.0835
8,3,0,7,18,5,2019,0,0,40,22,20,2,5,24,12,4,3727.5823
3,0,2,8,9,5,2019,0,21,20,18,25,0,13,24,12,4,4720.304
4,0,2,5,27,5,2019,0,8,45,6,0,0,13,24,12,4,4279.0186
1,2,1,8,9,3,2019,2,7,40,5,55,3,4,4,5,4,14645.616
6,2,1,8,3,6,2019,1,1,30,14,0,3,7,6,12,4,12842.107
8,1,4,8,3,3,2019,0,12,5,9,30,4,8,24,12,4,6765.6963
4,0,2,5,15,6,2019,0,11,20,8,20,0,13,24,12,4,6320.9106
1,2,1,8,18,5,2019,1,7,40,20,0,3,7,6,12,4,8421.516
2,0,5,8,24,3,2019,0,23,50,20,55,0,13,24,12,4,6602.1196
8,2,1,8,3,3,2019,1,13,15,8,45,3,38,6,12,4,9790.076
6,2,1,8,12,6,2019,1,19,0,7,30,3,7,6,12,4,10647.674
6,2,1,8,15,6,2019,1,21,0,11,40,3,7,6,12,4,7860.9585
1,0,2,8,12,5,2019,0,23,55,21,5,0,13,24,12,4,5235.8154
8,3,0,8,1,4,2019,1,18,30,11,15,2,23,3,12,4,8622.265
10,0,2,8,24,6,2019,0,14,20,11,30,0,13,24,12,4,4568.314
1,2,1,8,27,5,2019,2,19,15,16,55,3,9,4,5,4,14195.024
3,3,0,8,12,6,2019,1,20,5,15,15,2,20,3,12,4,5066.2427
3,3,0,8,27,6,2019,0,18,5,15,30,2,5,24,12,4,4773.023
3,0,2,8,24,6,2019,0,22,50,20,0,0,13,24,12,4,5401.261
3,2,1,8,9,3,2019,1,1,35,17,10,3,7,6,12,4,12808.387
4,3,0,5,24,3,2019,1,4,45,18,55,2,7,3,12,4,10649.655
1,2,1,8,1,6,2019,2,7,40,13,20,3,42,4,5,4,13642.366
4,0,5,8,18,3,2019,1,18,25,7,0,0,7,8,12,4,12658.887
1,3,0,8,1,5,2019,1,8,55,20,30,2,14,3,12,4,9286.124
6,2,1,8,3,6,2019,1,12,35,3,50,3,7,6,12,4,11507.184
3,1,4,8,12,6,2019,0,21,55,19,35,4,8,24,12,4,3502.5117
4,2,1,8,15,6,2019,1,19,0,7,5,3,7,6,12,4,17659.793
10,3,0,8,1,5,2019,1,22,40,20,20,2,14,3,12,4,8404.937
8,0,2,8,18,4,2019,0,8,35,5,55,0,13,24,12,4,4401.2075
0,3,0,8,6,5,2019,2,23,30,15,10,2,25,9,3,4,5702.5693
4,2,1,5,24,6,2019,1,4,25,22,50,3,7,6,12,4,11437.597
6,2,1,8,3,3,2019,1,21,0,9,55,3,7,6,12,4,16527.238
1,2,1,8,9,6,2019,2,9,25,13,5,3,20,22,5,4,10251.308
3,1,4,8,21,3,2019,0,17,5,14,40,4,8,24,12,4,3638.1553
6,2,1,8,6,3,2019,3,1,35,11,35,3,17,15,4,1,21553.264
10,3,0,8,24,5,2019,1,10,45,7,10,2,14,3,12,4,9348.185
1,0,5,8,12,3,2019,3,18,5,8,50,0,7,15,8,2,13433.089
8,3,0,8,3,4,2019,0,19,40,17,10,2,5,24,12,4,4026.3108
6,2,1,8,21,5,2019,1,21,0,7,30,3,7,6,12,4,8545.038
4,0,5,8,6,3,2019,1,12,20,5,50,0,3,8,12,4,17641.64
2,0,2,8,15,5,2019,0,23,40,20,55,0,13,24,12,4,3444.9229
4,0,2,5,3,5,2019,0,8,45,6,0,0,13,24,12,4,4578.501
4,0,2,8,27,5,2019,0,14,5,11,10,0,13,24,12,4,7028.136
4,2,1,8,27,5,2019,2,4,25,23,5,3,0,4,5,4,15988.177
4,2,1,5,21,3,2019,1,4,25,7,5,3,7,6,12,4,8219.165
1,0,2,8,27,6,2019,0,8,55,6,10,0,13,24,12,4,7176.127
8,0,2,7,21,4,2019,0,0,5,21,10,0,13,24,12,4,4352.376
1,3,0,8,12,6,2019,2,13,45,10,0,2,14,7,3,4,12671.642
10,3,0,8,12,5,2019,1,20,20,7,10,2,14,3,12,4,9193.566
3,0,2,8,9,6,2019,0,6,50,4,0,0,13,24,12,4,4055.3103
8,3,0,8,12,5,2019,0,11,25,9,0,2,5,24,12,4,4330.4624
3,2,1,8,21,3,2019,1,1,35,17,30,3,7,6,12,4,7708.7095
3,3,0,8,1,5,2019,0,0,5,21,25,2,5,24,12,4,4708.6143
3,0,2,8,9,5,2019,0,3,25,0,30,0,13,24,12,4,3871.7976
1,3,0,8,12,5,2019,1,7,55,9,25,2,7,3,12,4,8500.089
4,2,1,5,1,6,2019,1,19,0,18,15,3,7,6,12,4,10727.408
6,2,1,8,6,5,2019,1,22,30,14,55,3,20,6,12,4,7195.0557
4,0,2,5,6,6,2019,0,8,45,6,0,0,13,24,12,4,6823.839
1,2,1,8,12,6,2019,2,19,15,22,0,3,16,4,5,4,9934.689
3,0,2,8,9,5,2019,0,1,0,22,10,0,13,24,12,4,3986.158
4,0,5,5,21,3,2019,1,23,0,7,0,0,7,8,12,4,7617.799
6,2,1,8,27,6,2019,1,1,30,13,0,3,7,6,12,4,11444.609
4,2,1,8,27,5,2019,2,19,0,23,5,3,0,4,5,4,15086.279
4,3,0,5,15,5,2019,1,19,50,6,30,2,7,3,12,4,10349.885
1,4,3,8,12,3,2019,1,23,45,20,0,1,14,13,12,4,10281.188
3,1,4,8,6,5,2019,0,14,0,11,35,4,8,24,12,4,4187.1167
1,3,0,8,27,3,2019,0,23,20,20,45,2,5,24,12,4,20046.03
1,4,3,8,24,6,2019,0,20,45,19,30,1,19,24,12,4,3230.6372
3,0,5,8,24,3,2019,0,22,55,20,0,0,13,24,12,4,5911.994
1,4,3,8,6,3,2019,2,9,10,9,40,1,29,9,9,4,21598.873
1,2,1,8,3,3,2019,1,8,15,20,30,3,6,6,12,4,12968.169
1,2,1,8,12,6,2019,0,21,10,18,5,3,10,24,12,4,5884.798
8,3,0,8,27,4,2019,0,9,30,6,55,2,5,24,12,4,3985.9844
6,2,1,8,18,5,2019,1,1,30,17,45,3,7,6,12,4,8862.289
6,2,1,8,6,3,2019,1,21,0,10,0,3,7,6,12,4,15453.493
6,2,1,8,9,5,2019,1,19,0,9,15,3,7,6,12,4,9990.564
6,2,1,8,9,5,2019,1,21,0,8,0,3,7,6,12,4,11467.102
8,1,4,8,1,6,2019,0,12,0,9,45,4,8,24,12,4,3985.3232
10,0,5,8,21,3,2019,1,12,35,6,40,0,0,8,12,4,7377.2793
1,0,5,8,9,3,2019,0,8,55,6,10,0,13,24,12,4,7510.207
4,3,0,8,12,5,2019,1,8,15,21,10,2,7,3,12,4,13931.558
0,3,0,8,3,6,2019,0,22,25,19,55,2,5,24,12,4,5054.1934
3,0,5,8,9,3,2019,0,3,25,0,40,0,13,24,12,4,4775.386
1,2,1,8,3,6,2019,1,23,0,17,40,3,6,6,12,4,7446.903
1,2,1,8,21,5,2019,2,7,40,6,50,3,9,4,5,4,14844.705
4,3,0,5,6,5,2019,1,4,40,18,55,2,7,3,12,4,8548.111
4,2,1,8,3,6,2019,1,4,25,13,0,3,7,6,12,4,14738.601
8,2,1,8,15,5,2019,1,13,15,8,45,3,38,6,12,4,5374.352
4,2,1,8,9,5,2019,2,4,25,5,30,3,28,4,5,4,14733.76
3,2,1,8,6,4,2019,0,8,50,5,35,3,10,24,12,4,5378.8296
4,3,0,8,24,3,2019,1,22,35,16,55,2,7,3,12,4,13843.601
8,1,4,8,1,6,2019,0,10,35,8,20,4,8,24,12,4,3188.283
3,0,5,8,24,3,2019,0,21,45,18,55,0,13,24,12,4,7181.612
1,2,1,8,21,3,2019,2,19,15,12,0,3,28,4,5,4,9421.136
6,2,1,8,9,6,2019,1,1,30,17,45,3,7,6,12,4,7922.687
1,0,5,8,24,3,2019,0,23,55,21,10,0,13,24,12,4,5392.698
4,3,0,8,1,5,2019,1,10,5,16,30,2,7,3,12,4,14028.736
3,2,1,8,9,5,2019,1,21,0,16,0,3,7,6,12,4,6092.754
4,3,0,5,15,5,2019,1,23,35,8,25,2,7,3,12,4,9910.414
6,2,1,8,12,6,2019,1,19,0,10,35,3,7,6,12,4,11114.35
3,0,2,8,21,4,2019,0,1,0,22,10,0,13,24,12,4,3938.0127
8,1,4,7,12,5,2019,0,20,5,17,45,4,8,24,12,4,3436.2415
4,2,1,8,24,6,2019,1,19,0,10,0,3,7,6,12,4,15132.803
3,2,1,8,15,4,2019,1,7,25,2,0,3,33,6,12,4,5682.5522
3,3,0,8,21,5,2019,1,20,50,15,10,2,15,3,12,4,7000.2656
3,0,2,8,21,5,2019,0,2,20,23,30,0,13,24,12,4,4184.438
4,2,1,8,21,3,2019,2,4,25,18,25,3,3,4,5,4,11754.583
4,2,1,5,3,6,2019,2,19,0,9,40,3,28,4,5,4,10672.711
4,0,2,5,6,5,2019,0,10,10,7,10,0,13,24,12,4,4619.005
1,0,5,8,6,3,2019,2,16,30,6,45,0,7,28,6,4,15554.526
8,0,2,8,6,5,2019,0,0,5,21,10,0,13,24,12,4,4013.8594
3,2,1,8,24,6,2019,1,1,30,15,0,3,7,6,12,4,5968.683
4,3,0,8,24,5,2019,1,20,45,14,5,2,7,3,12,4,14596.824
4,0,5,0,1,3,2019,1,19,10,7,0,0,7,8,12,4,25118.662
8,0,2,7,1,6,2019,0,8,35,5,55,0,13,24,12,4,3843.6091
1,0,5,8,21,3,2019,1,16,20,9,30,0,2,8,12,4,8306.243
10,0,2,8,18,6,2019,0,22,15,19,30,0,13,24,12,4,4959.925
3,2,1,8,3,3,2019,1,21,0,16,0,3,7,6,12,4,12549.47
4,2,1,5,9,5,2019,1,19,0,2,15,3,7,6,12,4,11825.613
4,3,0,8,6,6,2019,1,19,50,6,30,2,7,3,12,4,14672.975
3,2,1,8,6,3,2019,1,12,30,7,20,3,33,6,12,4,10778.146
4,4,3,8,3,5,2019,0,8,30,7,5,1,19,24,12,4,7425.1084
4,2,1,8,12,6,2019,2,4,25,20,0,3,1,4,5,4,14965.26
10,0,2,8,9,4,2019,0,19,35,17,0,0,13,24,12,4,5404.994
4,3,0,8,1,4,2019,1,19,10,20,25,2,14,3,12,4,11527.299
1,4,3,8,6,3,2019,2,18,10,8,0,1,43,26,9,4,14365.323
3,0,2,8,18,5,2019,0,8,50,6,5,0,13,24,12,4,4452.4663
4,2,1,5,9,3,2019,2,4,25,16,50,3,12,4,5,4,16408.94
4,0,5,5,21,3,2019,1,18,25,7,0,0,7,8,12,4,7319.022
10,0,2,8,24,6,2019,0,22,15,19,30,0,13,24,12,4,5189.234
6,2,1,8,27,5,2019,1,19,0,9,15,3,7,6,12,4,10477.5
3,3,0,8,3,4,2019,0,16,55,14,25,2,5,24,12,4,4981.5283
1,4,3,8,9,5,2019,0,7,40,6,20,1,19,24,12,4,3382.1785
1,3,0,8,12,6,2019,2,5,25,7,0,2,14,0,3,4,12240.022
6,2,1,8,12,6,2019,1,19,15,7,30,3,7,6,12,4,7964.458
3,4,3,8,6,6,2019,0,18,25,16,55,1,19,24,12,4,3469.445
4,2,1,8,18,5,2019,2,4,25,9,40,3,28,4,5,4,15044.379
1,4,3,8,6,3,2019,0,15,25,13,55,1,19,24,12,4,5659.8164
4,3,0,8,9,6,2019,1,9,20,20,0,2,7,3,12,4,14776.82
4,3,0,8,9,5,2019,1,8,15,20,0,2,7,3,12,4,13670.28
3,3,0,8,15,6,2019,0,14,5,11,30,2,5,24,12,4,4997.231
3,2,1,8,24,5,2019,1,1,30,16,0,3,7,6,12,4,7477.987
4,0,5,5,15,3,2019,1,23,0,22,50,0,7,8,12,4,10322.268
3,3,0,8,6,4,2019,1,20,5,15,15,2,20,3,12,4,4033.5085
10,0,5,8,15,3,2019,1,21,55,6,40,0,0,8,12,4,7296.99
0,0,2,8,15,4,2019,0,7,45,4,55,0,13,24,12,4,4107.9033
1,3,0,8,1,4,2019,2,10,0,10,0,2,14,29,3,4,9135.899
4,3,0,8,12,5,2019,1,19,10,17,0,2,14,3,12,4,13255.093
3,0,2,8,15,6,2019,0,1,0,22,10,0,13,24,12,4,3456.9487
4,0,2,8,15,6,2019,0,10,10,7,10,0,13,24,12,4,7997.743
0,3,0,8,18,5,2019,1,23,30,7,35,2,14,3,12,4,5555.4043
6,2,1,8,27,3,2019,1,18,50,7,0,3,7,6,12,4,11273.531
3,1,4,8,3,6,2019,0,14,0,11,35,4,8,24,12,4,3861.1729
6,2,1,8,6,3,2019,1,21,0,11,40,3,7,6,12,4,15214.354
10,2,1,8,27,3,2019,0,17,50,14,55,3,10,24,12,4,5513.0386
4,4,3,5,21,3,2019,0,11,50,10,20,1,19,24,12,4,3980.2634
6,2,1,8,27,6,2019,1,1,30,17,0,3,7,6,12,4,7525.02
10,0,5,8,24,3,2019,0,12,35,9,50,0,13,24,12,4,5566.4717
1,3,0,8,24,5,2019,2,11,10,12,0,2,2,4,3,4,10759.724
3,0,2,8,21,6,2019,0,13,0,10,10,0,13,24,12,4,3855.555
4,2,1,8,24,6,2019,2,12,35,11,45,3,32,4,5,4,13764.012
3,0,2,8,9,4,2019,0,3,25,0,30,0,13,24,12,4,4117.3765
2,2,1,8,6,6,2019,1,12,55,7,0,3,7,6,12,4,5614.594
4,0,5,8,6,3,2019,1,7,40,16,55,0,7,8,12,4,15668.293
6,2,1,8,9,3,2019,1,19,45,4,0,3,7,6,12,4,12860.253
6,2,1,8,15,6,2019,1,19,0,9,15,3,7,6,12,4,11599.494
4,3,0,8,12,6,2019,1,16,20,8,25,2,7,3,12,4,13791.282
6,2,1,8,15,6,2019,1,19,15,12,50,3,7,6,12,4,9036.383
1,3,0,8,21,6,2019,0,23,20,20,45,2,5,24,12,4,3328.4612
4,0,2,8,1,6,2019,0,14,5,11,10,0,13,24,12,4,7832.9087
4,2,1,8,9,5,2019,2,4,25,5,30,3,28,4,5,4,14733.76
1,2,1,8,27,6,2019,1,8,15,17,40,3,6,6,12,4,7034.4775
4,3,0,5,1,5,2019,1,9,45,20,25,2,14,3,12,4,9942.541
4,0,5,5,21,3,2019,1,18,25,11,40,0,7,8,12,4,7642.5967
4,3,0,8,21,5,2019,1,4,40,6,30,2,7,3,12,4,14156.654
4,3,0,5,21,5,2019,1,12,0,14,5,2,7,3,12,4,10402.142
1,4,3,8,6,3,2019,1,9,15,16,40,1,6,13,12,4,10852.195
10,0,2,8,21,5,2019,0,23,50,21,0,0,13,24,12,4,5183.203
4,3,0,5,1,4,2019,1,9,20,20,0,2,7,3,12,4,8047.836
4,4,3,8,15,6,2019,0,8,30,7,5,1,19,24,12,4,7643.5713
8,0,2,7,12,6,2019,0,0,5,21,10,0,13,24,12,4,3945.4207
1,2,1,8,9,3,2019,2,19,15,6,50,3,9,4,5,4,17310.648
1,2,1,8,21,5,2019,2,19,15,12,0,3,28,4,5,4,9963.981
3,2,1,8,15,6,2019,1,12,10,7,35,3,20,6,12,4,5298.631
6,2,1,8,3,6,2019,1,19,0,4,55,3,7,6,12,4,11323.843
0,3,0,8,24,3,2019,1,11,30,7,45,2,2,3,12,4,7940.682
8,4,3,8,3,3,2019,0,0,10,22,45,1,19,24,12,4,4603.476
3,2,1,8,15,4,2019,0,8,50,5,35,3,10,24,12,4,5970.2866
4,0,2,8,9,5,2019,0,20,45,17,45,0,13,24,12,4,7051.141
1,1,4,8,3,6,2019,0,13,55,11,40,4,8,24,12,4,4561.827
4,3,0,5,9,5,2019,1,12,0,16,30,2,7,3,12,4,9981.361
