Additional_Info,Airline,Destination,Source,Date,Month,Year,Stop,Arrival_Hour,Arrival_Minute,Dep_Hour,Dep_Minute,Route_1,Route_2,Route_3,Route_4,Route_5,Price
8,3,0,3,1,6,2019,0,18,5,15,30,2,5,24,12,4,21846.133
8,4,1,2,3,3,2019,1,4,25,9,0,3,7,6,12,4,41570.836
8,3,0,3,3,3,2019,0,17,55,15,20,2,5,24,12,4,20803.736
7,8,0,3,21,5,2019,0,11,25,9,0,2,5,24,12,4,24209.4
8,6,1,2,9,5,2019,1,12,35,6,0,3,7,6,12,4,30218.943
8,6,1,2,9,6,2019,1,12,35,3,50,3,7,6,12,4,29183.143
8,1,1,2,27,3,2019,1,9,25,12,30,3,33,6,12,4,25773.0
8,10,0,3,6,5,2019,1,23,25,20,20,2,14,3,12,4,48758.62
8,1,1,2,1,6,2019,2,7,40,10,55,3,16,4,5,4,29232.508
8,1,2,0,18,5,2019,0,8,55,6,10,0,13,24,12,4,4317.3877
8,1,0,3,21,5,2019,2,18,20,9,25,2,7,12,3,4,47495.715
8,3,0,3,12,6,2019,1,20,30,15,15,2,20,3,12,4,46787.09
8,3,1,2,9,5,2019,1,21,0,9,15,3,7,6,12,4,29613.223
5,4,0,3,9,5,2019,1,8,15,16,30,2,7,3,12,4,58361.168
8,6,1,2,27,3,2019,1,1,35,10,0,3,7,6,12,4,27483.596
8,1,1,2,1,6,2019,1,19,15,3,50,3,7,6,12,4,30858.723
5,4,0,3,24,5,2019,1,16,20,16,30,2,7,3,12,4,58237.91
8,1,0,3,12,6,2019,1,11,5,19,0,2,20,3,12,4,49197.39
8,10,1,2,21,5,2019,0,17,50,14,40,3,10,24,12,4,12579.435
8,4,5,0,1,3,2019,1,8,15,18,40,0,7,8,12,4,23733.273
8,4,1,2,9,6,2019,1,19,0,10,0,3,7,6,12,4,28302.307
8,8,2,0,15,4,2019,0,0,5,21,10,0,13,24,12,4,1638.9309
5,4,1,2,3,6,2019,1,4,25,9,0,3,7,6,12,4,42617.51
8,3,3,4,1,3,2019,0,21,35,20,5,1,19,24,12,4,11243.437
8,3,1,2,6,3,2019,2,21,20,7,35,3,20,22,5,4,29663.33
8,0,0,3,15,3,2019,0,22,5,19,35,2,5,24,12,4,21309.014
8,1,1,2,15,6,2019,2,19,15,14,25,3,9,4,5,4,27711.271
8,1,3,4,6,3,2019,1,18,5,9,15,1,6,13,12,4,17845.277
5,4,0,3,18,5,2019,1,19,50,14,5,2,7,3,12,4,58552.234
8,4,1,2,9,3,2019,2,4,25,16,50,3,12,4,5,4,31716.336
5,4,5,0,15,3,2019,1,15,15,8,55,0,7,8,12,4,21581.646
8,3,1,2,27,3,2019,1,13,20,6,40,3,7,6,12,4,28517.023
8,6,1,2,18,5,2019,1,19,0,9,15,3,7,6,12,4,29436.402
8,6,1,2,9,5,2019,1,19,15,12,50,3,7,6,12,4,30110.479
8,1,0,3,18,5,2019,2,5,25,9,25,2,7,0,3,4,38819.57
8,1,1,2,27,5,2019,3,7,40,5,15,3,39,23,4,1,27118.424
8,3,2,0,21,4,2019,0,11,20,8,30,0,13,24,12,4,4711.8765
5,4,1,2,3,6,2019,1,19,0,9,0,3,7,6,12,4,37070.324
8,3,1,2,9,6,2019,1,12,30,7,15,3,33,6,12,4,28507.521
5,4,1,2,24,6,2019,1,12,35,7,5,3,7,6,12,4,36287.355
8,10,2,0,18,5,2019,0,14,20,11,30,0,13,24,12,4,3106.6985
8,10,0,3,12,5,2019,1,23,25,17,0,2,14,3,12,4,48045.023
7,8,4,1,24,6,2019,0,20,5,17,45,4,8,24,12,4,16194.481
8,3,4,1,12,3,2019,0,17,5,14,40,4,8,24,12,4,14953.036
8,1,1,2,1,6,2019,2,19,15,12,55,3,29,4,5,4,36510.094
5,4,1,2,18,5,2019,1,19,0,22,50,3,7,6,12,4,33093.97
8,6,1,2,9,5,2019,1,16,10,9,45,3,20,6,12,4,36215.49
8,6,1,2,21,3,2019,1,19,15,12,50,3,7,6,12,4,28605.932
7,8,0,3,12,6,2019,0,19,40,17,10,2,5,24,12,4,19438.965
8,3,4,1,9,5,2019,0,17,5,14,45,4,8,24,12,4,14110.153
5,4,0,3,6,5,2019,1,22,35,14,5,2,7,3,12,4,58929.53
8,4,1,2,9,5,2019,2,19,0,5,30,3,28,4,5,4,30392.729
8,4,0,3,9,6,2019,1,22,35,14,5,2,7,3,12,4,46428.656
8,4,0,3,15,5,2019,1,9,20,18,55,2,7,3,12,4,49709.047
8,3,1,2,15,6,2019,1,1,30,9,15,3,7,6,12,4,26109.883
8,8,1,2,12,6,2019,1,22,5,15,45,3,33,6,12,4,28388.39
8,1,1,2,24,6,2019,0,8,0,5,10,3,10,24,12,4,15088.916
8,4,5,0,1,3,2019,1,0,45,7,0,0,7,8,12,4,28393.395
8,1,0,3,12,5,2019,2,1,20,9,25,2,7,7,3,4,42803.19
8,0,0,3,6,6,2019,0,1,20,22,50,2,5,24,12,4,18685.732
8,1,0,3,9,6,2019,2,21,50,12,0,2,2,4,3,4,38168.035
8,3,1,2,6,6,2019,1,21,0,10,35,3,7,6,12,4,26615.951
8,4,2,0,27,6,2019,0,22,50,19,50,0,13,24,12,4,284.3939
8,4,1,2,12,6,2019,2,4,25,14,35,3,34,4,5,4,27106.709
8,3,1,2,9,3,2019,0,17,35,14,30,3,10,24,12,4,14395.077
8,6,1,2,12,6,2019,1,21,0,7,30,3,7,6,12,4,29657.19
8,4,0,3,1,4,2019,1,12,0,6,30,2,7,3,12,4,48658.133
8,3,1,2,27,3,2019,1,1,35,9,10,3,7,6,12,4,27158.465
8,3,1,2,6,6,2019,1,10,5,5,10,3,6,6,12,4,28589.482
8,3,2,0,12,6,2019,0,4,15,1,30,0,13,24,12,4,4489.67
8,3,5,0,9,3,2019,0,21,45,18,55,0,13,24,12,4,3642.6875
8,6,1,2,6,3,2019,1,13,20,6,0,3,7,6,12,4,38342.344
5,4,2,0,12,4,2019,0,11,20,8,20,0,13,24,12,4,5261.6235
8,1,2,0,6,6,2019,0,19,45,17,0,0,13,24,12,4,3016.5828
8,3,4,1,21,3,2019,0,0,25,22,5,4,8,24,12,4,15395.769
8,1,1,2,27,5,2019,2,7,40,12,0,3,28,4,5,4,26576.793
8,3,1,2,9,3,2019,2,21,20,4,55,3,20,22,5,4,29412.322
8,2,2,0,27,6,2019,0,23,40,20,55,0,13,24,12,4,549.8328
5,4,1,2,12,6,2019,2,4,25,5,30,3,28,4,5,4,45582.457
8,1,3,4,21,5,2019,0,7,40,6,20,1,19,24,12,4,8587.962
8,6,1,2,21,5,2019,1,19,15,7,30,3,7,6,12,4,29148.564
5,4,5,0,21,3,2019,1,23,0,14,5,0,7,8,12,4,14384.548
8,1,1,2,9,6,2019,2,19,15,5,55,3,4,4,5,4,25277.23
8,10,2,0,3,6,2019,0,23,50,21,0,0,13,24,12,4,781.467
8,4,0,3,24,5,2019,1,19,10,9,35,2,14,3,12,4,47628.105
8,0,2,0,1,5,2019,0,13,55,11,10,0,13,24,12,4,2598.624
8,6,1,2,9,3,2019,1,22,20,9,45,3,20,6,12,4,35747.883
8,8,2,0,12,6,2019,0,0,5,21,10,0,13,24,12,4,1639.1113
8,4,0,3,24,5,2019,1,12,0,14,5,2,7,3,12,4,45486.79
8,10,2,0,21,6,2019,0,9,40,7,0,0,13,24,12,4,3948.6287
8,6,1,2,21,3,2019,1,19,15,11,30,3,7,6,12,4,27473.736
8,6,1,2,18,5,2019,1,1,30,15,15,3,7,6,12,4,22271.785
5,4,0,3,15,5,2019,1,18,15,21,10,2,7,3,12,4,59444.99
8,2,1,2,24,5,2019,1,13,35,7,25,3,0,6,12,4,27686.027
5,4,1,2,21,3,2019,2,18,50,16,10,3,33,4,5,4,34787.043
8,3,1,2,3,3,2019,1,1,35,17,10,3,7,6,12,4,34570.89
8,1,1,2,6,3,2019,2,19,15,5,55,3,34,4,5,4,40220.51
8,0,0,3,6,5,2019,1,10,30,6,50,2,2,3,12,4,48853.76
5,4,1,2,27,6,2019,2,19,0,11,40,3,29,4,5,4,35155.113
8,4,0,3,21,5,2019,1,18,0,9,35,2,14,3,12,4,47352.656
8,4,1,2,18,5,2019,1,19,0,21,50,3,7,6,12,4,27263.787
8,4,2,0,24,4,2019,0,8,45,6,0,0,13,24,12,4,4270.8174
8,2,2,0,15,4,2019,0,14,30,11,40,0,13,24,12,4,3563.3992
8,4,1,2,27,6,2019,2,4,25,23,5,3,0,4,5,4,26335.646
5,4,1,2,12,6,2019,2,4,25,5,30,3,28,4,5,4,45582.457
8,3,4,1,12,3,2019,0,7,35,5,15,4,8,24,12,4,14675.141
8,4,0,3,18,5,2019,1,10,55,20,25,2,14,3,12,4,47788.113
8,1,3,4,15,3,2019,0,15,25,13,55,1,19,24,12,4,7397.961
8,3,1,2,27,5,2019,1,10,5,5,10,3,6,6,12,4,27870.266
8,3,2,0,1,6,2019,0,21,20,18,25,0,13,24,12,4,1854.6035
5,4,1,2,21,3,2019,1,4,25,19,15,3,7,6,12,4,33236.15
8,4,1,2,18,5,2019,1,12,35,7,5,3,7,6,12,4,29284.727
8,10,0,3,9,5,2019,1,23,25,20,20,2,14,3,12,4,48758.62
5,4,0,3,6,5,2019,1,19,50,6,30,2,7,3,12,4,60915.156
8,6,1,2,27,6,2019,1,19,0,10,35,3,7,6,12,4,27468.53
8,4,0,3,24,3,2019,1,19,40,21,10,2,7,3,12,4,46837.17
8,4,5,0,6,3,2019,1,11,25,22,50,0,7,8,12,4,29383.547
8,8,4,1,12,6,2019,0,20,5,17,45,4,8,24,12,4,13107.771
8,6,1,2,1,5,2019,1,19,15,12,50,3,7,6,12,4,32072.97
8,6,1,2,12,6,2019,1,21,0,10,0,3,7,6,12,4,27613.295
5,4,1,2,9,6,2019,1,19,0,10,0,3,7,6,12,4,36474.043
5,4,0,3,12,6,2019,1,22,35,14,5,2,7,3,12,4,58861.473
8,3,1,2,21,5,2019,1,18,10,5,5,3,20,6,12,4,28055.547
8,11,5,0,3,3,2019,0,12,35,9,50,0,13,24,12,4,6629.65
8,3,1,2,18,5,2019,1,21,0,9,15,3,7,6,12,4,28286.299
5,6,1,2,9,5,2019,1,21,0,8,0,3,7,6,12,4,36895.184
8,4,3,4,9,3,2019,0,11,50,10,20,1,19,24,12,4,8664.4375
8,0,0,3,24,3,2019,1,10,40,22,30,2,14,3,12,4,47243.9
8,3,0,3,9,6,2019,1,9,50,4,50,2,20,3,12,4,46716.094
8,1,0,3,6,5,2019,2,15,5,9,25,2,7,7,3,4,37906.324
8,6,1,2,15,6,2019,1,21,0,10,20,3,7,6,12,4,27819.682
8,3,1,2,1,6,2019,1,21,0,10,35,3,7,6,12,4,28927.566
8,1,0,3,12,5,2019,2,5,25,9,25,2,7,0,3,4,39781.723
8,4,1,2,12,6,2019,2,4,25,18,20,3,1,4,5,4,24060.914
8,6,1,2,21,5,2019,1,0,55,17,40,3,20,6,12,4,26988.736
8,3,1,2,27,3,2019,1,22,20,8,35,3,20,6,12,4,23976.852
7,8,0,3,3,6,2019,0,11,25,9,0,2,5,24,12,4,24331.299
8,3,2,0,27,6,2019,0,13,0,10,10,0,13,24,12,4,2475.7666
8,1,5,0,24,3,2019,0,8,55,6,10,0,13,24,12,4,4605.5796
8,4,1,2,27,3,2019,2,18,50,5,25,3,21,4,5,4,27712.094
5,4,0,3,12,6,2019,1,12,0,8,25,2,7,3,12,4,56746.04
5,4,1,2,9,3,2019,1,4,25,16,0,3,7,6,12,4,34350.49
5,4,1,2,21,5,2019,1,12,35,15,0,3,7,6,12,4,33645.77
8,1,0,3,12,6,2019,2,13,45,9,25,2,7,7,3,4,48386.75
8,4,0,3,24,5,2019,1,10,55,17,0,2,14,3,12,4,47117.867
8,6,1,2,21,3,2019,1,18,50,10,0,3,7,6,12,4,28846.543
8,1,3,4,15,5,2019,0,15,25,13,55,1,19,24,12,4,7446.1675
8,1,1,2,21,3,2019,2,19,15,17,15,3,20,4,5,4,28499.328
5,4,1,2,3,6,2019,1,12,35,2,15,3,7,6,12,4,41218.707
5,4,0,3,6,6,2019,1,4,40,14,5,2,7,3,12,4,60140.945
8,4,2,0,12,4,2019,0,22,50,19,50,0,13,24,12,4,112.809204
7,8,0,3,18,5,2019,0,0,40,22,20,2,5,24,12,4,19057.44
8,3,2,0,9,5,2019,0,21,20,18,25,0,13,24,12,4,1422.5134
5,4,2,0,27,5,2019,0,8,45,6,0,0,13,24,12,4,5217.4883
8,1,1,2,9,3,2019,2,7,40,5,55,3,4,4,5,4,34970.605
8,6,1,2,3,6,2019,1,1,30,14,0,3,7,6,12,4,27667.285
8,8,4,1,3,3,2019,0,12,5,9,30,4,8,24,12,4,16901.676
5,4,2,0,15,6,2019,0,11,20,8,20,0,13,24,12,4,4989.429
8,1,1,2,18,5,2019,1,7,40,20,0,3,7,6,12,4,26463.299
8,2,5,0,24,3,2019,0,23,50,20,55,0,13,24,12,4,2934.791
8,8,1,2,3,3,2019,1,13,15,8,45,3,38,6,12,4,42689.105
8,6,1,2,12,6,2019,1,19,0,7,30,3,7,6,12,4,29150.209
8,6,1,2,15,6,2019,1,21,0,11,40,3,7,6,12,4,28292.674
8,1,2,0,12,5,2019,0,23,55,21,5,0,13,24,12,4,1436.8662
8,8,0,3,1,4,2019,1,18,30,11,15,2,23,3,12,4,49597.926
8,10,2,0,24,6,2019,0,14,20,11,30,0,13,24,12,4,2493.9211
8,1,1,2,27,5,2019,2,19,15,16,55,3,9,4,5,4,28220.707
8,3,0,3,12,6,2019,1,20,5,15,15,2,20,3,12,4,38592.68
8,3,0,3,27,6,2019,0,18,5,15,30,2,5,24,12,4,21492.762
8,3,2,0,24,6,2019,0,22,50,20,0,0,13,24,12,4,1847.1832
8,3,1,2,9,3,2019,1,1,35,17,10,3,7,6,12,4,33883.78
5,4,0,3,24,3,2019,1,4,45,18,55,2,7,3,12,4,56020.53
8,1,1,2,1,6,2019,2,7,40,13,20,3,42,4,5,4,28320.246
8,4,5,0,18,3,2019,1,18,25,7,0,0,7,8,12,4,15732.281
8,1,0,3,1,5,2019,1,8,55,20,30,2,14,3,12,4,38863.156
8,6,1,2,3,6,2019,1,12,35,3,50,3,7,6,12,4,30244.203
8,3,4,1,12,6,2019,0,21,55,19,35,4,8,24,12,4,11155.611
8,4,1,2,15,6,2019,1,19,0,7,5,3,7,6,12,4,29674.26
8,10,0,3,1,5,2019,1,22,40,20,20,2,14,3,12,4,47941.855
8,8,2,0,18,4,2019,0,8,35,5,55,0,13,24,12,4,2435.9653
8,0,0,3,6,5,2019,2,23,30,15,10,2,25,9,3,4,44661.594
5,4,1,2,24,6,2019,1,4,25,22,50,3,7,6,12,4,38640.402
8,6,1,2,3,3,2019,1,21,0,9,55,3,7,6,12,4,41274.504
8,1,1,2,9,6,2019,2,9,25,13,5,3,20,22,5,4,26945.873
8,3,4,1,21,3,2019,0,17,5,14,40,4,8,24,12,4,15090.835
8,6,1,2,6,3,2019,3,1,35,11,35,3,17,15,4,1,28631.824
8,10,0,3,24,5,2019,1,10,45,7,10,2,14,3,12,4,46716.145
8,1,5,0,12,3,2019,3,18,5,8,50,0,7,15,8,2,16630.424
8,8,0,3,3,4,2019,0,19,40,17,10,2,5,24,12,4,14960.486
8,6,1,2,21,5,2019,1,21,0,7,30,3,7,6,12,4,29440.695
8,4,5,0,6,3,2019,1,12,20,5,50,0,3,8,12,4,22782.244
8,2,2,0,15,5,2019,0,23,40,20,55,0,13,24,12,4,829.05255
5,4,2,0,3,5,2019,0,8,45,6,0,0,13,24,12,4,5182.4717
8,4,2,0,27,5,2019,0,14,5,11,10,0,13,24,12,4,2595.7568
8,4,1,2,27,5,2019,2,4,25,23,5,3,0,4,5,4,22202.781
5,4,1,2,21,3,2019,1,4,25,7,5,3,7,6,12,4,41797.586
8,1,2,0,27,6,2019,0,8,55,6,10,0,13,24,12,4,4614.5107
7,8,2,0,21,4,2019,0,0,5,21,10,0,13,24,12,4,1685.4468
8,1,0,3,12,6,2019,2,13,45,10,0,2,14,7,3,4,47085.48
8,10,0,3,12,5,2019,1,20,20,7,10,2,14,3,12,4,48249.66
8,3,2,0,9,6,2019,0,6,50,4,0,0,13,24,12,4,3737.1953
8,8,0,3,12,5,2019,0,11,25,9,0,2,5,24,12,4,22760.797
8,3,1,2,21,3,2019,1,1,35,17,30,3,7,6,12,4,25355.68
8,3,0,3,1,5,2019,0,0,5,21,25,2,5,24,12,4,19388.082
8,3,2,0,9,5,2019,0,3,25,0,30,0,13,24,12,4,4208.417
8,1,0,3,12,5,2019,1,7,55,9,25,2,7,3,12,4,48067.074
5,4,1,2,1,6,2019,1,19,0,18,15,3,7,6,12,4,36312.496
8,6,1,2,6,5,2019,1,22,30,14,55,3,20,6,12,4,28157.137
5,4,2,0,6,6,2019,0,8,45,6,0,0,13,24,12,4,5010.784
8,1,1,2,12,6,2019,2,19,15,22,0,3,16,4,5,4,29052.61
8,3,2,0,9,5,2019,0,1,0,22,10,0,13,24,12,4,2601.0032
5,4,5,0,21,3,2019,1,23,0,7,0,0,7,8,12,4,15943.873
8,6,1,2,27,6,2019,1,1,30,13,0,3,7,6,12,4,24876.336
8,4,1,2,27,5,2019,2,19,0,23,5,3,0,4,5,4,26029.355
5,4,0,3,15,5,2019,1,19,50,6,30,2,7,3,12,4,60847.1
8,1,3,4,12,3,2019,1,23,45,20,0,1,14,13,12,4,18039.725
8,3,4,1,6,5,2019,0,14,0,11,35,4,8,24,12,4,15679.122
8,1,0,3,27,3,2019,0,23,20,20,45,2,5,24,12,4,23191.55
8,1,3,4,24,6,2019,0,20,45,19,30,1,19,24,12,4,6788.2905
8,3,5,0,24,3,2019,0,22,55,20,0,0,13,24,12,4,3495.5151
8,1,3,4,6,3,2019,2,9,10,9,40,1,29,9,9,4,21830.44
8,1,1,2,3,3,2019,1,8,15,20,30,3,6,6,12,4,34191.223
8,1,1,2,12,6,2019,0,21,10,18,5,3,10,24,12,4,15416.471
8,8,0,3,27,4,2019,0,9,30,6,55,2,5,24,12,4,20541.703
8,6,1,2,18,5,2019,1,1,30,17,45,3,7,6,12,4,31631.11
8,6,1,2,6,3,2019,1,21,0,10,0,3,7,6,12,4,36348.03
8,6,1,2,9,5,2019,1,19,0,9,15,3,7,6,12,4,30513.352
8,6,1,2,9,5,2019,1,21,0,8,0,3,7,6,12,4,30465.143
8,8,4,1,1,6,2019,0,12,0,9,45,4,8,24,12,4,17299.305
8,10,5,0,21,3,2019,1,12,35,6,40,0,0,8,12,4,14052.083
8,1,5,0,9,3,2019,0,8,55,6,10,0,13,24,12,4,6074.1396
8,4,0,3,12,5,2019,1,8,15,21,10,2,7,3,12,4,37986.605
8,0,0,3,3,6,2019,0,22,25,19,55,2,5,24,12,4,17102.154
8,3,5,0,9,3,2019,0,3,25,0,40,0,13,24,12,4,7795.1367
8,1,1,2,3,6,2019,1,23,0,17,40,3,6,6,12,4,27346.424
8,1,1,2,21,5,2019,2,7,40,6,50,3,9,4,5,4,32025.744
5,4,0,3,6,5,2019,1,4,40,18,55,2,7,3,12,4,57107.742
8,4,1,2,3,6,2019,1,4,25,13,0,3,7,6,12,4,28768.416
8,8,1,2,15,5,2019,1,13,15,8,45,3,38,6,12,4,30608.402
8,4,1,2,9,5,2019,2,4,25,5,30,3,28,4,5,4,32882.027
8,3,1,2,6,4,2019,0,8,50,5,35,3,10,24,12,4,17052.412
8,4,0,3,24,3,2019,1,22,35,16,55,2,7,3,12,4,45247.47
8,8,4,1,1,6,2019,0,10,35,8,20,4,8,24,12,4,14008.302
8,3,5,0,24,3,2019,0,21,45,18,55,0,13,24,12,4,3564.8276
8,1,1,2,21,3,2019,2,19,15,12,0,3,28,4,5,4,26440.447
8,6,1,2,9,6,2019,1,1,30,17,45,3,7,6,12,4,32298.12
8,1,5,0,24,3,2019,0,23,55,21,10,0,13,24,12,4,2172.544
8,4,0,3,1,5,2019,1,10,5,16,30,2,7,3,12,4,51592.32
8,3,1,2,9,5,2019,1,21,0,16,0,3,7,6,12,4,28514.361
5,4,0,3,15,5,2019,1,23,35,8,25,2,7,3,12,4,58275.19
8,6,1,2,12,6,2019,1,19,0,10,35,3,7,6,12,4,28011.697
8,3,2,0,21,4,2019,0,1,0,22,10,0,13,24,12,4,2777.0876
7,8,4,1,12,5,2019,0,20,5,17,45,4,8,24,12,4,16229.532
8,4,1,2,24,6,2019,1,19,0,10,0,3,7,6,12,4,29036.68
8,3,1,2,15,4,2019,1,7,25,2,0,3,33,6,12,4,27603.283
8,3,0,3,21,5,2019,1,20,50,15,10,2,15,3,12,4,44710.617
8,3,2,0,21,5,2019,0,2,20,23,30,0,13,24,12,4,2534.057
8,4,1,2,21,3,2019,2,4,25,18,25,3,3,4,5,4,29940.023
5,4,1,2,3,6,2019,2,19,0,9,40,3,28,4,5,4,43925.23
5,4,2,0,6,5,2019,0,10,10,7,10,0,13,24,12,4,4911.9663
8,1,5,0,6,3,2019,2,16,30,6,45,0,7,28,6,4,18600.176
8,8,2,0,6,5,2019,0,0,5,21,10,0,13,24,12,4,1626.282
8,3,1,2,24,6,2019,1,1,30,15,0,3,7,6,12,4,22258.922
8,4,0,3,24,5,2019,1,20,45,14,5,2,7,3,12,4,45758.145
0,4,5,0,1,3,2019,1,19,10,7,0,0,7,8,12,4,15739.621
7,8,2,0,1,6,2019,0,8,35,5,55,0,13,24,12,4,2799.8052
8,1,5,0,21,3,2019,1,16,20,9,30,0,2,8,12,4,13999.797
8,10,2,0,18,6,2019,0,22,15,19,30,0,13,24,12,4,1119.5349
8,3,1,2,3,3,2019,1,21,0,16,0,3,7,6,12,4,35623.188
5,4,1,2,9,5,2019,1,19,0,2,15,3,7,6,12,4,41460.203
8,4,0,3,6,6,2019,1,19,50,6,30,2,7,3,12,4,47433.875
8,3,1,2,6,3,2019,1,12,30,7,20,3,33,6,12,4,37034.777
8,4,3,4,3,5,2019,0,8,30,7,5,1,19,24,12,4,8655.469
8,4,1,2,12,6,2019,2,4,25,20,0,3,1,4,5,4,26350.209
8,10,2,0,9,4,2019,0,19,35,17,0,0,13,24,12,4,1319.4253
8,4,0,3,1,4,2019,1,19,10,20,25,2,14,3,12,4,41085.31
8,1,3,4,6,3,2019,2,18,10,8,0,1,43,26,9,4,17003.166
8,3,2,0,18,5,2019,0,8,50,6,5,0,13,24,12,4,3803.9438
5,4,1,2,9,3,2019,2,4,25,16,50,3,12,4,5,4,35850.285
5,4,5,0,21,3,2019,1,18,25,7,0,0,7,8,12,4,19614.89
8,10,2,0,24,6,2019,0,22,15,19,30,0,13,24,12,4,1048.1467
8,6,1,2,27,5,2019,1,19,0,9,15,3,7,6,12,4,29425.71
8,3,0,3,3,4,2019,0,16,55,14,25,2,5,24,12,4,18619.592
8,1,3,4,9,5,2019,0,7,40,6,20,1,19,24,12,4,8744.659
8,1,0,3,12,6,2019,2,5,25,7,0,2,14,0,3,4,45000.953
8,6,1,2,12,6,2019,1,19,15,7,30,3,7,6,12,4,30032.533
8,3,3,4,6,6,2019,0,18,25,16,55,1,19,24,12,4,7545.478
8,4,1,2,18,5,2019,2,4,25,9,40,3,28,4,5,4,39757.27
8,1,3,4,6,3,2019,0,15,25,13,55,1,19,24,12,4,8698.939
8,4,0,3,9,6,2019,1,9,20,20,0,2,7,3,12,4,39482.176
8,4,0,3,9,5,2019,1,8,15,20,0,2,7,3,12,4,39312.473
8,3,0,3,15,6,2019,0,14,5,11,30,2,5,24,12,4,21381.207
8,3,1,2,24,5,2019,1,1,30,16,0,3,7,6,12,4,25116.607
5,4,5,0,15,3,2019,1,23,0,22,50,0,7,8,12,4,19198.588
8,3,0,3,6,4,2019,1,20,5,15,15,2,20,3,12,4,38791.086
8,10,5,0,15,3,2019,1,21,55,6,40,0,0,8,12,4,13739.767
8,0,2,0,15,4,2019,0,7,45,4,55,0,13,24,12,4,2656.4219
8,1,0,3,1,4,2019,2,10,0,10,0,2,14,29,3,4,50119.727
8,4,0,3,12,5,2019,1,19,10,17,0,2,14,3,12,4,48657.848
8,3,2,0,15,6,2019,0,1,0,22,10,0,13,24,12,4,2495.9246
8,4,2,0,15,6,2019,0,10,10,7,10,0,13,24,12,4,4398.0474
8,0,0,3,18,5,2019,1,23,30,7,35,2,14,3,12,4,45118.145
8,6,1,2,27,3,2019,1,18,50,7,0,3,7,6,12,4,29566.467
8,3,4,1,3,6,2019,0,14,0,11,35,4,8,24,12,4,13703.862
8,6,1,2,6,3,2019,1,21,0,11,40,3,7,6,12,4,35885.168
8,10,1,2,27,3,2019,0,17,50,14,55,3,10,24,12,4,13729.565
5,4,3,4,21,3,2019,0,11,50,10,20,1,19,24,12,4,9284.387
8,6,1,2,27,6,2019,1,1,30,17,0,3,7,6,12,4,24268.299
8,10,5,0,24,3,2019,0,12,35,9,50,0,13,24,12,4,3787.815
8,1,0,3,24,5,2019,2,11,10,12,0,2,2,4,3,4,38709.82
8,3,2,0,21,6,2019,0,13,0,10,10,0,13,24,12,4,2562.081
8,4,1,2,24,6,2019,2,12,35,11,45,3,32,4,5,4,34147.43
8,3,2,0,9,4,2019,0,3,25,0,30,0,13,24,12,4,4145.3564
8,2,1,2,6,6,2019,1,12,55,7,0,3,7,6,12,4,28662.104
8,4,5,0,6,3,2019,1,7,40,16,55,0,7,8,12,4,20380.594
8,6,1,2,9,3,2019,1,19,45,4,0,3,7,6,12,4,42166.133
8,6,1,2,15,6,2019,1,19,0,9,15,3,7,6,12,4,29540.21
8,4,0,3,12,6,2019,1,16,20,8,25,2,7,3,12,4,48110.625
8,6,1,2,15,6,2019,1,19,15,12,50,3,7,6,12,4,29379.764
8,1,0,3,21,6,2019,0,23,20,20,45,2,5,24,12,4,22132.426
8,4,2,0,1,6,2019,0,14,5,11,10,0,13,24,12,4,2413.274
8,4,1,2,9,5,2019,2,4,25,5,30,3,28,4,5,4,32882.027
8,1,1,2,27,6,2019,1,8,15,17,40,3,6,6,12,4,24956.578
5,4,0,3,1,5,2019,1,9,45,20,25,2,14,3,12,4,62049.754
5,4,5,0,21,3,2019,1,18,25,11,40,0,7,8,12,4,18147.97
8,4,0,3,21,5,2019,1,4,40,6,30,2,7,3,12,4,46122.715
5,4,0,3,21,5,2019,1,12,0,14,5,2,7,3,12,4,55699.453
8,1,3,4,6,3,2019,1,9,15,16,40,1,6,13,12,4,18347.139
8,10,2,0,21,5,2019,0,23,50,21,0,0,13,24,12,4,147.55846
5,4,0,3,1,4,2019,1,9,20,20,0,2,7,3,12,4,61201.83
8,4,3,4,15,6,2019,0,8,30,7,5,1,19,24,12,4,8145.8574
7,8,2,0,12,6,2019,0,0,5,21,10,0,13,24,12,4,2022.2222
8,1,1,2,9,3,2019,2,19,15,6,50,3,9,4,5,4,34078.445
8,1,1,2,21,5,2019,2,19,15,12,0,3,28,4,5,4,27806.457
8,3,1,2,15,6,2019,1,12,10,7,35,3,20,6,12,4,27254.373
8,6,1,2,3,6,2019,1,19,0,4,55,3,7,6,12,4,30500.207
8,0,0,3,24,3,2019,1,11,30,7,45,2,2,3,12,4,49979.207
8,8,3,4,3,3,2019,0,0,10,22,45,1,19,24,12,4,7134.649
8,3,1,2,15,4,2019,0,8,50,5,35,3,10,24,12,4,16656.775
8,4,2,0,9,5,2019,0,20,45,17,45,0,13,24,12,4,2874.227
8,1,4,1,3,6,2019,0,13,55,11,40,4,8,24,12,4,13058.213
5,4,0,3,9,5,2019,1,12,0,16,30,2,7,3,12,4,57480.598
8,6,1,2,1,6,2019,1,19,0,10,0,3,7,6,12,4,31920.879
8,6,1,2,15,5,2019,1,19,15,7,30,3,7,6,12,4,29552.252
8,6,1,2,6,3,2019,1,13,20,7,0,3,7,6,12,4,37587.207
5,4,1,2,12,6,2019,1,12,35,10,0,3,7,6,12,4,35351.258
